Team,Sport
Cuba,Gymnastics
Cuba,Rowing
Cuba,Shooting
Cuba,Swimming
Cuba,Weightlifting
Cuba,Wrestling
Cuba,Sailing
Cuba,Boxing
Cuba,Water Polo
Cuba,Canoeing
Cuba,Judo
Cuba,Volleyball
Cuba,Football
Cuba,Handball
Cuba,Hockey
Cuba,Baseball
Cuba,Table Tennis
Cuba,Beach Volleyball
Cuba,Archery
Cuba,Softball
Cuba,Synchronized Swimming
Cuba,Taekwondo
Cuba,Modern Pentathlon
Cuba,Badminton
Cuba,Artistic Gymnastics
Cuba,Canoe Sprint
Cuba,Cycling Road
Cuba-1,Beach Volleyball
Cuba-2,Beach Volleyball
Cupidon III,Sailing
Cupidon Viking,Sailing
Cuxhaven,Sailing
Cyprus,Judo
Cyprus,Sailing
Cyprus,Swimming
Cyprus,Athletics
Cyprus,Cycling
Cyprus,Shooting
Cyprus,Archery
Cyprus,Rhythmic Gymnastics
Cyprus,Wrestling
Cyprus,Tennis
Cyprus,Weightlifting
Cyprus,Gymnastics
Cyprus,Artistic Gymnastics
Cyprus,Cycling Road
Cyprus,Fencing
Czech Republic,Athletics
Czech Republic,Beach Volleyball
Czech Republic,Boxing
Czech Republic,Canoeing
Czech Republic,Cycling
Czech Republic,Fencing
Czech Republic,Gymnastics
Czech Republic,Judo
Czech Republic,Rhythmic Gymnastics
Czech Republic,Rowing
Czech Republic,Sailing
Czech Republic,Shooting
Czech Republic,Swimming
Czech Republic,Table Tennis
Czech Republic,Tennis
Czech Republic,Weightlifting
Czech Republic,Wrestling
Czech Republic,Diving
Czech Republic,Football
Czech Republic,Synchronized Swimming
Czech Republic,Trampolining
Czech Republic,Triathlon
Czech Republic,Basketball
Czech Republic,Equestrianism
Czech Republic,Modern Pentathlon
Czech Republic,Archery
Czech Republic,Badminton
Czech Republic,Golf
Czech Republic,Artistic Gymnastics
Czech Republic,Canoe Slalom
Czech Republic,Canoe Sprint
Czech Republic,Cycling Mountain Bike
Czech Republic,Cycling Road
Czech Republic,Cycling Track
Czech Republic,Equestrian
Czech Republic,Marathon Swimming
Czech Republic,Sport Climbing
Czech Republic-1,Canoeing
Czech Republic-1,Beach Volleyball
Czech Republic-1,Tennis
Czech Republic-2,Canoeing
Czech Republic-2,Beach Volleyball
Czech Republic-2,Tennis
Czechia,Archery
Czechia,Artistic Gymnastics
Czechia,Athletics
Czechia,Badminton
Czechia,Beach Volleyball
Czechia,Canoe Slalom
Czechia,Canoe Sprint
Czechia,Cycling BMX Freestyle
Czechia,Cycling Mountain Bike
Czechia,Cycling Road
Czechia,Cycling Track
Czechia,Equestrian
Czechia,Fencing
Czechia,Golf
Czechia,Judo
Czechia,Marathon Swimming
Czechia,Modern Pentathlon
Czechia,Rowing
Czechia,Sailing
Czechia,Shooting
Czechia,Sport Climbing
Czechia,Swimming
Czechia,Table Tennis
Czechia,Taekwondo
Czechia,Tennis
Czechia,Triathlon
Czechia,Weightlifting
Czechoslovakia,Athletics
Czechoslovakia,Cycling
Czechoslovakia,Fencing
Czechoslovakia,Football
Czechoslovakia,Gymnastics
Czechoslovakia,Ice Hockey
Czechoslovakia,Rowing
Czechoslovakia,Shooting
Czechoslovakia,Swimming
Czechoslovakia,Tennis
Czechoslovakia,Water Polo
Czechoslovakia,Weightlifting
Czechoslovakia,Wrestling
Czechoslovakia,Art Competitions
Czechoslovakia,Diving
Czechoslovakia,Equestrianism
Czechoslovakia,Modern Pentathlon
Czechoslovakia,Sailing
Czechoslovakia,Boxing
Czechoslovakia,Basketball
Czechoslovakia,Canoeing
Czechoslovakia,Volleyball
Czechoslovakia,Handball
Czechoslovakia,Judo
Czechoslovakia,Archery
Czechoslovakia,Hockey
Czechoslovakia,Rhythmic Gymnastics
Czechoslovakia,Table Tennis
Czechoslovakia,Badminton
Czechoslovakia,Synchronized Swimming
Czechoslovakia-1,Tennis
Czechoslovakia-1,Canoeing
Czechoslovakia-2,Tennis
Czechoslovakia-2,Canoeing
Czechoslovakia-3,Tennis
Czechoslovakia-3,Canoeing
Côte d'Ivoire,Athletics
Côte d'Ivoire,Fencing
Côte d'Ivoire,Judo
Côte d'Ivoire,Taekwondo
DPR Korea,Artistic Gymnastics
DPR Korea,Athletics
DPR Korea,Boxing
DPR Korea,Diving
DPR Korea,Judo
DPR Korea,Table Tennis
DPR Korea,Wrestling
DR Congo,Athletics
DR Congo,Boxing
DR Congo,Judo
DR Congo,Swimming
Daisy,Sailing
Damoiselle,Sailing
Damoiselle IV,Sailing
Danaldo,Sailing
Dansk Idrts Forbund,Rowing
Danuta,Sailing
Danzig,Sailing
"Davenport Turngemeinde, Davenport",Gymnastics
DeRuyter,Sailing
Demi-Mondaine-15,Sailing
Demi-Mondaine-17,Sailing
Democratic Republic of the Congo,Athletics
Democratic Republic of the Congo,Boxing
Democratic Republic of the Congo,Judo
Democratic Republic of the Congo,Taekwondo
Denmark,Athletics
Denmark,Fencing
Denmark,Gymnastics
Denmark,Shooting
Denmark,Weightlifting
Denmark,Swimming
Denmark,Cycling
Denmark,Football
Denmark,Wrestling
Denmark,Boxing
Denmark,Equestrianism
Denmark,Modern Pentathlon
Denmark,Rowing
Denmark,Tennis
Denmark,Diving
Denmark,Hockey
Denmark,Art Competitions
Denmark,Sailing
Denmark,Canoeing
Denmark,Archery
Denmark,Handball
Denmark,Judo
Denmark,Rhythmic Gymnastics
Denmark,Badminton
Denmark,Table Tennis
Denmark,Taekwondo
Denmark,Triathlon
Denmark,Trampolining
Denmark,Golf
Denmark,Canoe Sprint
Denmark,Cycling BMX Racing
Denmark,Cycling Mountain Bike
Denmark,Cycling Road
Denmark,Cycling Track
Denmark,Equestrian
Denmark,Skateboarding
Denmark,"Cycling Road, Cycling Track"
Denmark-1,Tennis
Denmark-1,Badminton
Denmark-2,Tennis
Denmark-2,Badminton
Denmark-3,Tennis
Denmark-4,Tennis
Denmark/Sweden,Tug-Of-War
Deutscher Schwimm Verband Berlin,Swimming
Devon and Somerset Wanderers,Cricket
Diablo,Sailing
Diabolo St Maurice,Equestrianism
Dick-8,Sailing
Digby,Equestrianism
Dinah V,Sailing
Djibouti,Athletics
Djibouti,Sailing
Djibouti,Judo
Djibouti,Swimming
Djibouti,Table Tennis
Djinn,Sailing
Dolfijn,Sailing
Dominica,Athletics
Dominica,Swimming
Dominican Republic,Athletics
Dominican Republic,Boxing
Dominican Republic,Shooting
Dominican Republic,Weightlifting
Dominican Republic,Wrestling
Dominican Republic,Judo
Dominican Republic,Diving
Dominican Republic,Sailing
Dominican Republic,Synchronized Swimming
Dominican Republic,Table Tennis
Dominican Republic,Baseball
Dominican Republic,Tennis
Dominican Republic,Swimming
Dominican Republic,Taekwondo
Dominican Republic,Volleyball
Dominican Republic,Gymnastics
Dominican Republic,Archery
Dominican Republic,Cycling
Dominican Republic,Equestrianism
Dominican Republic,Baseball/Softball
Dominican Republic,Equestrian
Dominican Republic,Rowing
Dominican Republic,Artistic Gymnastics
Dominican Republic,Football
Don Schufro,Equestrianism
Donar III,Sailing
Dormy-1,Sailing
Dow Jones,Equestrianism
Dresden,Sailing
Druzhba,Sailing
Ducky-16,Sailing
Ducky-4,Sailing
Dylan-2,Motorboating
EA II,Sailing
EOR,Athletics
EOR,Badminton
EOR,Boxing
EOR,Breaking
EOR,Canoe Slalom
EOR,Canoe Sprint
EOR,Cycling Road
EOR,Judo
EOR,Shooting
EOR,Swimming
EOR,Taekwondo
EOR,Weightlifting
EOR,Wrestling
East Germany,Athletics
East Germany,Boxing
East Germany,Canoeing
East Germany,Cycling
East Germany,Diving
East Germany,Equestrianism
East Germany,Fencing
East Germany,Gymnastics
East Germany,Hockey
East Germany,Modern Pentathlon
East Germany,Rowing
East Germany,Sailing
East Germany,Shooting
East Germany,Swimming
East Germany,Volleyball
East Germany,Water Polo
East Germany,Weightlifting
East Germany,Wrestling
East Germany,Football
East Germany,Handball
East Germany,Judo
East Germany-1,Canoeing
East Germany-2,Canoeing
East Germany-3,Canoeing
East Timor,Athletics
East Timor,Swimming
Ecuador,Athletics
Ecuador,Boxing
Ecuador,Cycling
Ecuador,Gymnastics
Ecuador,Swimming
Ecuador,Wrestling
Ecuador,Diving
Ecuador,Judo
Ecuador,Equestrianism
Ecuador,Shooting
Ecuador,Weightlifting
Ecuador,Table Tennis
Ecuador,Sailing
Ecuador,Tennis
Ecuador,Taekwondo
Ecuador,Canoeing
Ecuador,Triathlon
Ecuador,Rowing
Ecuador,Archery
Ecuador,Cycling BMX Racing
Ecuador,Cycling Road
Ecuador,Equestrian
Ecuador,Golf
Ecuador,Marathon Swimming
Ecuador,Modern Pentathlon
Ecuador,Surfing
Edelweiss II-1,Sailing
Egypt,Athletics
Egypt,Cycling
Egypt,Wrestling
Egypt,Fencing
Egypt,Football
Egypt,Gymnastics
Egypt,Weightlifting
Egypt,Art Competitions
Egypt,Boxing
Egypt,Shooting
Egypt,Diving
Egypt,Basketball
Egypt,Swimming
Egypt,Rowing
Egypt,Water Polo
Egypt,Equestrianism
Egypt,Volleyball
Egypt,Judo
Egypt,Modern Pentathlon
Egypt,Sailing
Egypt,Synchronized Swimming
Egypt,Table Tennis
Egypt,Handball
Egypt,Hockey
Egypt,Archery
Egypt,Rhythmic Gymnastics
Egypt,Taekwondo
Egypt,Badminton
Egypt,Canoeing
Egypt,Beach Volleyball
Egypt,Artistic Gymnastics
Egypt,Artistic Swimming
Egypt,Canoe Sprint
Egypt,Cycling Track
Egypt,Equestrian
Egypt,Karate
Egypt,Tennis
Egypt,Trampoline Gymnastics
Egypt,Triathlon
Eissero VI,Sailing
El Salvador,Art Competitions
El Salvador,Athletics
El Salvador,Cycling
El Salvador,Football
El Salvador,Sailing
El Salvador,Shooting
El Salvador,Swimming
El Salvador,Weightlifting
El Salvador,Judo
El Salvador,Wrestling
El Salvador,Boxing
El Salvador,Archery
El Salvador,Rowing
El Salvador,Tennis
El Salvador,Badminton
El Salvador,Surfing
Eleda,Sailing
Elisabeth V,Sailing
Elisabeth X,Sailing
Elsie,Sailing
Elvis Va,Equestrianism
Emily,Sailing
Encore,Sailing
England,Cycling
England-1,Hockey
England-1,Cycling
Enotria,Sailing
Equatorial Guinea,Athletics
Equatorial Guinea,Swimming
Equatorial Guinea,Judo
Eritrea,Athletics
Eritrea,Cycling
Eritrea,Cycling Road
Eritrea,Swimming
Erna Signe,Sailing
Escapade,Sailing
Espadarte,Sailing
Espardate,Sailing
Esperia,Sailing
Espuma del Mar,Sailing
Essen,Sailing
Esterel-1,Sailing
Estonia,Athletics
Estonia,Weightlifting
Estonia,Wrestling
Estonia,Boxing
Estonia,Football
Estonia,Basketball
Estonia,Rowing
Estonia,Swimming
Estonia,Archery
Estonia,Canoeing
Estonia,Cycling
Estonia,Fencing
Estonia,Judo
Estonia,Modern Pentathlon
Estonia,Sailing
Estonia,Shooting
Estonia,Table Tennis
Estonia,Beach Volleyball
Estonia,Tennis
Estonia,Triathlon
Estonia,Badminton
Estonia,Rhythmic Gymnastics
Estonia,Cycling Mountain Bike
Estonia,Cycling Road
Estonia,Equestrian
Eswatini,Athletics
Eswatini,Boxing
Eswatini,Swimming
Ethiopia,Athletics
Ethiopia,Cycling
Ethiopia,Boxing
Ethiopia,Swimming
Ethiopia,Cycling Road
Ethiopia,Taekwondo
Ethnikos Gymnastikos Syllogos,Gymnastics
Evita VI,Sailing
Fada,Sailing
Falcon IV,Sailing
Falcon VI,Sailing
Faneca,Sailing
Fantasio III,Sailing
Fantlet-2,Sailing
Fantlet-7,Sailing
Favorite Hammonia-3,Rowing
Favorite-1,Sailing
Favorite-17,Sailing
Federated States of Micronesia,Athletics
Federated States of Micronesia,Swimming
Federated States of Micronesia,Weightlifting
Federated States of Micronesia,Wrestling
Federated States of Micronesia,Boxing
Femur-1,Sailing
Femur-18,Sailing
Feo,Sailing
Fiji,Athletics
Fiji,Boxing
Fiji,Sailing
Fiji,Cycling
Fiji,Judo
Fiji,Swimming
Fiji,Weightlifting
Fiji,Archery
Fiji,Shooting
Fiji,Football
Fiji,Rugby Sevens
Fiji,Table Tennis
Fiji,Taekwondo
Finland,Athletics
Finland,Wrestling
Finland,Diving
Finland,Gymnastics
Finland,Shooting
Finland,Swimming
Finland,Cycling
Finland,Football
Finland,Rowing
Finland,Equestrianism
Finland,Figure Skating
Finland,Modern Pentathlon
Finland,Weightlifting
Finland,Art Competitions
Finland,Sailing
Finland,Tennis
Finland,Boxing
Finland,Fencing
Finland,Canoeing
Finland,Basketball
Finland,Hockey
Finland,Archery
Finland,Judo
Finland,Badminton
Finland,Rhythmic Gymnastics
Finland,Synchronized Swimming
Finland,Taekwondo
Finland,Golf
Finland,Table Tennis
Finland,Equestrian
Finland,Skateboarding
Finland,Cycling Mountain Bike
Finland,Cycling Road
Finland-1,Tennis
Finland-2,Tennis
Finn II,Sailing
Firebird II,Sailing
Floresco,Equestrianism
Formosa,Sailing
Fornebo,Sailing
Fortuna,Sailing
Foxhunters Hurlingham,Polo
Fram,Sailing
Fram III,Sailing
France,Athletics
France,Cycling
France,Fencing
France,Gymnastics
France,Shooting
France,Tennis
France,Archery
France,Croquet
France,Equestrianism
France,Golf
France,Rowing
France,Swimming
France,Weightlifting
France,Wrestling
France,Boxing
France,Hockey
France,Art Competitions
France,Modern Pentathlon
France,Water Polo
France,Diving
France,Figure Skating
France,Football
France,Ice Hockey
France,Rugby
France,Polo
France,Sailing
France,Basketball
France,Canoeing
France,Judo
France,Rhythmic Gymnastics
France,Synchronized Swimming
France,Table Tennis
France,Volleyball
France,Badminton
France,Handball
France,Beach Volleyball
France,Taekwondo
France,Trampolining
France,Triathlon
France,Rugby Sevens
France,3x3 Basketball
France,Artistic Gymnastics
France,Artistic Swimming
France,Canoe Slalom
France,Canoe Sprint
France,Cycling BMX Freestyle
France,Cycling BMX Racing
France,Cycling Mountain Bike
France,Cycling Road
France,Cycling Track
France,Equestrian
France,Karate
France,Marathon Swimming
France,Skateboarding
France,Sport Climbing
France,Surfing
France,Trampoline Gymnastics
France,Breaking
France,"Cycling Road, Cycling Track"
France-1,Equestrianism
France-1,Tennis
France-1,Football
France-1,Canoeing
France-1,Table Tennis
France-2,Equestrianism
France-2,Tennis
France-2,Football
France-2,Canoeing
France-2,Table Tennis
France-3,Tennis
France-3,Canoeing
France-4,Tennis
France/Great Britain,Tennis
Frankfurt Club,Rugby
Freddy,Sailing
Freia-19,Sailing
Freia-5,Sailing
Freja,Sailing
Frieda,Sailing
Frimousse,Sailing
Frip IV,Sailing
Fruits,Sailing
Gabbiano,Sailing
Gabon,Boxing
Gabon,Athletics
Gabon,Judo
Gabon,Taekwondo
Gabon,Football
Gabon,Swimming
Galatea II,Sailing
Galejan,Sailing
Galerna,Sailing
Gallant,Sailing
Gallia II,Sailing
Galopin De La Font,Equestrianism
Galopin-20,Sailing
Galopin-9,Sailing
Galt Football Club,Football
Gam II,Sailing
Gambia,Athletics
Gambia,Wrestling
Gambia,Boxing
Gambia,Judo
Gambia,Swimming
Gambia,Taekwondo
Gem,Sailing
Gem II,Sailing
Gem III,Sailing
Gem IV,Sailing
Gem VII,Sailing
Georgia,Archery
Georgia,Athletics
Georgia,Boxing
Georgia,Diving
Georgia,Fencing
Georgia,Gymnastics
Georgia,Judo
Georgia,Modern Pentathlon
Georgia,Rhythmic Gymnastics
Georgia,Sailing
Georgia,Shooting
Georgia,Weightlifting
Georgia,Wrestling
Georgia,Swimming
Georgia,Trampolining
Georgia,Beach Volleyball
Georgia,Cycling
Georgia,Tennis
Georgia,Canoeing
Georgia,Karate
Georgia,Trampoline Gymnastics
Germania II,Sailing
"Germania Ruder Club, Hamburg",Rowing
"Germania Ruder Club, Hamburg-2",Rowing
Germany,Athletics
Germany,Cycling
Germany,Gymnastics
Germany,Tennis
Germany,Weightlifting
Germany,Wrestling
Germany,Fencing
Germany,Swimming
Germany,Water Polo
Germany,Diving
Germany,Tug-Of-War
Germany,Figure Skating
Germany,Hockey
Germany,Rowing
Germany,Shooting
Germany,Art Competitions
Germany,Equestrianism
Germany,Football
Germany,Modern Pentathlon
Germany,Boxing
Germany,Sailing
Germany,Alpinism
Germany,Basketball
Germany,Canoeing
Germany,Handball
Germany,Polo
Germany,Judo
Germany,Archery
Germany,Badminton
Germany,Rhythmic Gymnastics
Germany,Synchronized Swimming
Germany,Table Tennis
Germany,Beach Volleyball
Germany,Volleyball
Germany,Taekwondo
Germany,Trampolining
Germany,Triathlon
Germany,Golf
Germany,Artistic Gymnastics
Germany,Canoe Slalom
Germany,Canoe Sprint
Germany,Cycling BMX Freestyle
Germany,Cycling Mountain Bike
Germany,Cycling Road
Germany,Cycling Track
Germany,Equestrian
Germany,Karate
Germany,Marathon Swimming
Germany,Skateboarding
Germany,Sport Climbing
Germany,Surfing
Germany,3x3 Basketball
Germany,Cycling BMX Racing
Germany,"Cycling Road, Cycling Track"
Germany,"Marathon Swimming, Swimming"
Germany,Trampoline Gymnastics
Germany-1,Equestrianism
Germany-1,Tennis
Germany-1,Canoeing
Germany-1,Table Tennis
Germany-1,Badminton
Germany-1,Beach Volleyball
Germany-2,Tennis
Germany-2,Canoeing
Germany-2,Table Tennis
Germany-2,Badminton
Germany-2,Beach Volleyball
Germany-3,Canoeing
Germany/United States,Tennis
Ghana,Athletics
Ghana,Boxing
Ghana,Football
Ghana,Table Tennis
Ghana,Judo
Ghana,Weightlifting
Ghana,Swimming
Gilliatt V,Sailing
Girl Pat,Sailing
Giselle-6,Sailing
Gitana-2,Sailing
Gitana-21,Sailing
Glider,Sailing
Glisten,Sailing
Gran Gesto,Equestrianism
Great Britain,Athletics
Great Britain,Cycling
Great Britain,Gymnastics
Great Britain,Shooting
Great Britain,Tennis
Great Britain,Weightlifting
Great Britain,Wrestling
Great Britain,Equestrianism
Great Britain,Fencing
Great Britain,Golf
Great Britain,Rowing
Great Britain,Swimming
Great Britain,Diving
Great Britain,Archery
Great Britain,Boxing
Great Britain,Figure Skating
Great Britain,Football
Great Britain,Jeu De Paume
Great Britain,Lacrosse
Great Britain,Racquets
Great Britain,Water Polo
Great Britain,Art Competitions
Great Britain,Modern Pentathlon
Great Britain,Tug-Of-War
Great Britain,Hockey
Great Britain,Polo
Great Britain,Sailing
Great Britain,Canoeing
Great Britain,Basketball
Great Britain,Judo
Great Britain,Rhythmic Gymnastics
Great Britain,Synchronized Swimming
Great Britain,Table Tennis
Great Britain,Badminton
Great Britain,Beach Volleyball
Great Britain,Taekwondo
Great Britain,Trampolining
Great Britain,Triathlon
Great Britain,Handball
Great Britain,Volleyball
Great Britain,Rugby Sevens
Great Britain,Artistic Gymnastics
Great Britain,Artistic Swimming
Great Britain,Canoe Slalom
Great Britain,Canoe Sprint
Great Britain,Cycling BMX Freestyle
Great Britain,Cycling BMX Racing
Great Britain,Cycling Mountain Bike
Great Britain,Cycling Road
Great Britain,Cycling Track
Great Britain,Equestrian
Great Britain,Marathon Swimming
Great Britain,Skateboarding
Great Britain,Sport Climbing
Great Britain,Trampoline Gymnastics
Great Britain,"Cycling Road, Cycling Mountain Bike"
Great Britain-1,Tennis
Great Britain-1,Figure Skating
Great Britain-1,Racquets
Great Britain-1,Shooting
Great Britain-1,Canoeing
Great Britain-1,Table Tennis
Great Britain-1,Badminton
Great Britain-2,Tennis
Great Britain-2,Figure Skating
Great Britain-2,Racquets
Great Britain-2,Shooting
Great Britain-2,Canoeing
Great Britain-2,Table Tennis
Great Britain-2,Badminton
Great Britain-3,Racquets
Great Britain-3,Tennis
Great Britain-3,Figure Skating
Great Britain-4,Tennis
Great Britain/Germany,Tennis
Greece,Athletics
Greece,Cycling
Greece,Fencing
Greece,Gymnastics
Greece,Shooting
Greece,Swimming
Greece,Tennis
Greece,Weightlifting
Greece,Wrestling
Greece,Golf
Greece,Diving
Greece,Football
Greece,Water Polo
Greece,Art Competitions
Greece,Boxing
Greece,Modern Pentathlon
Greece,Rowing
Greece,Basketball
Greece,Sailing
Greece,Rhythmic Gymnastics
Greece,Judo
Greece,Synchronized Swimming
Greece,Table Tennis
Greece,Archery
Greece,Beach Volleyball
Greece,Canoeing
Greece,Equestrianism
Greece,Taekwondo
Greece,Triathlon
Greece,Badminton
Greece,Baseball
Greece,Handball
Greece,Softball
Greece,Trampolining
Greece,Volleyball
Greece,Artistic Gymnastics
Greece,Artistic Swimming
Greece,Cycling Mountain Bike
Greece,Cycling Road
Greece,Cycling Track
Greece,Marathon Swimming
Greece,Equestrian
Greece-1,Tennis
Greece-1,Beach Volleyball
Greece-2,Tennis
Greece-2,Beach Volleyball
Greece-3,Tennis
Greece-4,Tennis
Greenoaks Dundee,Equestrianism
Grenada,Athletics
Grenada,Boxing
Grenada,Swimming
Grenada,Taekwondo
Grifo III,Sailing
Grifo IV,Sailing
Grifone,Sailing
Gteborgs Roddfrening-2,Rowing
Gteborgs Roddklubb-1,Rowing
Guam,Athletics
Guam,Boxing
Guam,Judo
Guam,Sailing
Guam,Swimming
Guam,Weightlifting
Guam,Wrestling
Guam,Archery
Guam,Cycling
Guam,Canoeing
Guam,Canoe Sprint
Guam,Triathlon
Guanahani,Sailing
Guatemala,Art Competitions
Guatemala,Athletics
Guatemala,Cycling
Guatemala,Fencing
Guatemala,Shooting
Guatemala,Swimming
Guatemala,Wrestling
Guatemala,Boxing
Guatemala,Football
Guatemala,Weightlifting
Guatemala,Equestrianism
Guatemala,Sailing
Guatemala,Rowing
Guatemala,Gymnastics
Guatemala,Modern Pentathlon
Guatemala,Badminton
Guatemala,Canoeing
Guatemala,Judo
Guatemala,Taekwondo
Guatemala,Cycling Road
Guinea,Football
Guinea,Athletics
Guinea,Boxing
Guinea,Judo
Guinea,Wrestling
Guinea,Swimming
Guinea,Taekwondo
Guinea,Archery
Guinea Bissau,Athletics
Guinea Bissau,Wrestling
Guinea Bissau,Judo
Guinea-Bissau,Athletics
Guinea-Bissau,Judo
Guinea-Bissau,Wrestling
Guinea-Bissau,Swimming
Guinea-Bissau,Taekwondo
Gullvinge,Sailing
Gustel V,Sailing
Gustel X,Sailing
Gustl XI,Sailing
Guyana,Athletics
Guyana,Cycling
Guyana,Weightlifting
Guyana,Boxing
Guyana,Swimming
Guyana,Judo
Guyana,Table Tennis
Guyoni,Sailing
Gwendoline-2,Sailing
Gwendoline-22,Sailing
GyoshuII,Sailing
Gyp-23,Sailing
Gyp-6,Sailing
Gyrinus-1,Motorboating
Haiti,Fencing
Haiti,Athletics
Haiti,Shooting
Haiti,Art Competitions
Haiti,Weightlifting
Haiti,Boxing
Haiti,Tennis
Haiti,Judo
Haiti,Swimming
Haiti,Taekwondo
Haiti,Wrestling
Haiti,Artistic Gymnastics
Hakahana,Sailing
Hamburg,Sailing
Hannover,Sailing
Harmony,Sailing
Hatuey,Sailing
Hayama,Sailing
Hb-20,Sailing
Hb-24,Sailing
Heatherbell,Sailing
Heidelberg,Sailing
Heira II,Sailing
Helsingfors R. K.,Rowing
Hera-1,Sailing
Heroine,Sailing
Hi-Hi,Sailing
Hilarius,Sailing
Hirondelle,Sailing
Hojwa,Sailing
Holland,Sailing
Hollandia,Sailing
Honduras,Athletics
Honduras,Judo
Honduras,Swimming
Honduras,Boxing
Honduras,Fencing
Honduras,Weightlifting
Honduras,Football
Honduras,Table Tennis
Honduras,Rowing
Honduras,Taekwondo
Honduras,Shooting
Honduras,Wrestling
Hong Kong,Swimming
Hong Kong,Shooting
Hong Kong,Athletics
Hong Kong,Boxing
Hong Kong,Cycling
Hong Kong,Hockey
Hong Kong,Sailing
Hong Kong,Fencing
Hong Kong,Judo
Hong Kong,Canoeing
Hong Kong,Archery
Hong Kong,Diving
Hong Kong,Table Tennis
Hong Kong,Badminton
Hong Kong,Rowing
Hong Kong,Triathlon
Hong Kong,Equestrianism
Hong Kong,Gymnastics
Hong Kong,Weightlifting
Hong Kong,Golf
"Hong Kong, China",Artistic Gymnastics
"Hong Kong, China",Athletics
"Hong Kong, China",Badminton
"Hong Kong, China",Cycling Road
"Hong Kong, China",Cycling Track
"Hong Kong, China",Equestrian
"Hong Kong, China",Fencing
"Hong Kong, China",Golf
"Hong Kong, China",Karate
"Hong Kong, China",Marathon Swimming
"Hong Kong, China",Rowing
"Hong Kong, China",Sailing
"Hong Kong, China",Swimming
"Hong Kong, China",Table Tennis
"Hong Kong, China",Triathlon
"Hong Kong, China","Cycling Road, Cycling Track"
"Hong Kong, China",Judo
"Hong Kong, China",Taekwondo
Hong Kong-1,Table Tennis
Hong Kong-2,Table Tennis
Hornet,Sailing
Humbug V,Sailing
Hungaria,Sailing
Hungaria Evezos Egylet,Rowing
Hungary,Athletics
Hungary,Gymnastics
Hungary,Swimming
Hungary,Tennis
Hungary,Weightlifting
Hungary,Wrestling
Hungary,Fencing
Hungary,Shooting
Hungary,Rowing
Hungary,Cycling
Hungary,Football
Hungary,Water Polo
Hungary,Art Competitions
Hungary,Boxing
Hungary,Equestrianism
Hungary,Modern Pentathlon
Hungary,Sailing
Hungary,Canoeing
Hungary,Diving
Hungary,Handball
Hungary,Hockey
Hungary,Polo
Hungary,Basketball
Hungary,Volleyball
Hungary,Archery
Hungary,Judo
Hungary,Rhythmic Gymnastics
Hungary,Table Tennis
Hungary,Badminton
Hungary,Synchronized Swimming
Hungary,Taekwondo
Hungary,Triathlon
Hungary,Artistic Gymnastics
Hungary,Canoe Sprint
Hungary,Cycling Mountain Bike
Hungary,Cycling Road
Hungary,Karate
Hungary,Marathon Swimming
Hungary,"Cycling Road, Cycling Mountain Bike"
Hungary,Equestrian
Hungary,"Marathon Swimming, Swimming"
Hungary-1,Tennis
Hungary-2,Tennis
Hungary-3,Tennis
Hurlingham-2,Polo
IR Iran,Archery
IR Iran,Artistic Gymnastics
IR Iran,Athletics
IR Iran,Canoe Sprint
IR Iran,Cycling Road
IR Iran,Fencing
IR Iran,Rowing
IR Iran,Shooting
IR Iran,Sport Climbing
IR Iran,Swimming
IR Iran,Table Tennis
IR Iran,Taekwondo
IR Iran,Weightlifting
IR Iran,Wrestling
Iceland,Wrestling
Iceland,Athletics
Iceland,Water Polo
Iceland,Art Competitions
Iceland,Swimming
Iceland,Weightlifting
Iceland,Handball
Iceland,Judo
Iceland,Sailing
Iceland,Badminton
Iceland,Shooting
Iceland,Gymnastics
Iceland,Triathlon
Ilderim,Sailing
Impala,Sailing
Inca,Sailing
Independent Rowing Club-3,Rowing
India,Athletics
India,Wrestling
India,Tennis
India,Hockey
India,Swimming
India,Weightlifting
India,Art Competitions
India,Boxing
India,Cycling
India,Football
India,Water Polo
India,Gymnastics
India,Shooting
India,Diving
India,Sailing
India,Basketball
India,Equestrianism
India,Archery
India,Table Tennis
India,Badminton
India,Judo
India,Rowing
India,Golf
India,Artistic Gymnastics
India,Equestrian
India,Fencing
India-1,Tennis
India-2,Tennis
Individual Olympic Athletes,Athletics
Individual Olympic Athletes,Canoeing
Individual Olympic Athletes,Cycling
Individual Olympic Athletes,Fencing
Individual Olympic Athletes,Judo
Individual Olympic Athletes,Rhythmic Gymnastics
Individual Olympic Athletes,Rowing
Individual Olympic Athletes,Shooting
Individual Olympic Athletes,Swimming
Individual Olympic Athletes,Synchronized Swimming
Individual Olympic Athletes,Table Tennis
Individual Olympic Athletes,Tennis
Individual Olympic Athletes,Wrestling
Individual Olympic Athletes,Boxing
Individual Olympic Athletes,Weightlifting
Individual Olympic Athletes,Sailing
Indonesia,Athletics
Indonesia,Swimming
Indonesia,Weightlifting
Indonesia,Fencing
Indonesia,Football
Indonesia,Shooting
Indonesia,Boxing
Indonesia,Cycling
Indonesia,Sailing
Indonesia,Archery
Indonesia,Diving
Indonesia,Table Tennis
Indonesia,Tennis
Indonesia,Wrestling
Indonesia,Badminton
Indonesia,Canoeing
Indonesia,Judo
Indonesia,Beach Volleyball
Indonesia,Taekwondo
